VehicleID,Amount (Million Naira)
VHL18705,1.0
VHL18527,1.0
VHL18577,1.0
VHL15369,1.0
VHL16140,1.0
VHL11458,1.0
VHL13652,1.0
VHL13470,1.0
VHL17609,1.0
VHL16953,1.0
VHL19670,1.0
VHL16517,1.0
VHL12631,1.0
VHL14338,1.0
VHL13224,1.0
VHL19157,1.0
VHL10266,1.0
VHL11597,1.0
VHL16219,1.0
VHL12828,1.0
VHL10364,1.0
VHL11875,1.0
VHL10185,1.0
VHL12097,1.0
VHL17691,1.0
VHL15092,1.0
VHL11628,1.0
VHL13662,1.0
VHL11486,1.0
VHL18373,1.0
VHL16605,1.0
VHL14670,1.0
VHL19579,1.0
VHL15504,1.0
VHL18831,1.0
VHL19404,1.0
VHL11218,1.0
VHL13869,1.0
VHL19846,1.0
VHL11677,1.0
VHL17416,1.0
VHL13175,1.0
VHL17965,1.0
VHL19048,1.0
VHL18117,1.0
VHL16742,1.0
VHL10339,1.0
VHL14079,1.0
VHL17034,1.0
VHL15903,1.0
VHL14643,1.0
VHL19176,1.0
VHL16293,1.0
VHL16573,1.0
VHL10615,1.0
VHL10834,1.0
VHL13200,1.0
VHL18949,1.0
VHL14402,1.0
VHL16439,1.0
VHL14135,1.0
VHL10015,1.0
VHL10388,1.0
VHL17226,1.0
VHL16884,1.0
VHL18216,1.0
VHL19751,1.0
VHL11071,1.0
VHL16489,1.0
VHL12578,1.0
VHL10582,1.0
VHL19617,1.0
VHL14437,1.0
VHL11749,1.0
VHL18131,1.0
VHL16700,1.0
VHL14166,1.0
VHL19100,1.0
VHL11100,1.0
VHL17954,1.0
VHL15065,1.0
VHL14908,1.0
VHL11925,1.0
VHL12725,1.0
VHL17558,1.0
VHL12989,1.0
VHL11734,1.0
VHL15324,1.0
VHL19720,1.0
VHL17274,1.0
VHL10206,1.0
VHL18355,1.0
VHL16634,1.0
VHL15037,1.0
VHL19446,1.0
VHL11255,1.0
VHL18968,1.0
VHL17262,1.0
VHL19635,1.0
VHL13636,1.0
VHL14827,1.0
VHL13630,1.0
VHL18929,1.0
VHL18493,1.0
VHL11970,1.0
VHL18557,1.0
VHL16603,1.0
VHL10144,1.0
VHL19283,1.0
VHL14957,1.0
VHL14521,1.0
VHL14631,1.0
VHL10741,1.0
VHL18773,1.0
VHL15546,1.0
VHL18796,1.0
VHL16777,1.0
VHL12667,1.0
VHL11806,1.0
VHL16241,1.0
VHL11602,1.0
VHL10361,1.0
VHL11563,1.0
VHL18781,1.0
VHL11605,1.0
VHL17566,1.0
VHL14925,1.0
VHL17378,1.0
VHL13933,1.0
VHL15621,1.0
VHL11212,1.0
VHL17047,1.0
VHL18495,1.0
VHL11789,1.0
VHL18812,1.0
VHL12003,1.0
VHL17763,1.0
VHL10234,1.0
VHL11820,1.0
VHL15612,1.0
VHL16969,1.0
VHL15883,1.0
VHL16910,1.0
VHL15537,1.0
VHL19483,1.0
VHL19061,1.0
VHL10122,1.0
VHL18413,1.0
VHL19153,1.0
VHL16118,1.0
VHL11390,1.0
VHL15701,1.0
VHL12322,1.0
VHL18493,1.0
VHL18230,1.0
VHL10567,1.0
VHL16862,1.0
VHL12040,1.0
VHL13506,1.0
VHL13379,1.0
VHL16540,1.0
VHL14882,1.0
VHL16979,1.0
VHL17108,1.0
VHL19862,1.0
VHL19541,1.0
VHL16650,1.0
VHL18976,1.0
VHL15984,1.0
VHL13017,1.0
VHL12807,1.0
VHL16571,1.0
VHL18496,1.0
VHL19085,1.0
VHL15655,1.0
VHL10274,1.0
VHL17927,1.0
VHL14169,1.0
VHL10088,1.0
VHL19133,1.0
VHL10124,1.0
VHL17800,1.0
VHL12549,1.0
VHL10900,1.0
VHL16654,1.0
VHL15178,1.0
VHL10370,1.0
VHL19083,1.0
VHL10667,1.0
VHL11177,1.0
VHL19621,1.0
VHL19834,1.0
VHL18831,1.0
VHL16058,1.0
VHL15327,1.0
VHL10566,1.0
VHL15911,1.0
VHL18703,1.0
VHL19494,1.0
VHL16292,1.0
VHL12417,1.0
VHL16694,1.0
VHL16876,1.0
VHL10394,1.0
VHL18192,1.0
VHL18989,1.0
VHL15531,1.0
VHL19945,1.0
VHL15352,1.0
VHL10470,1.0
VHL12910,1.0
VHL19260,1.0
VHL18747,1.0
VHL10865,1.0
VHL10512,1.0
VHL19176,1.0
VHL18494,1.0
VHL14953,1.0
VHL18146,1.0
VHL10753,1.0
VHL13266,1.0
VHL18142,1.0
VHL12499,1.0
VHL11132,1.0
VHL16161,1.0
VHL16332,1.0
VHL11947,1.0
VHL15516,1.0
VHL15620,1.0
VHL11334,1.0
VHL14676,1.0
VHL18063,1.0
VHL11305,1.0
VHL17190,1.0
VHL19509,1.0
VHL13065,1.0
VHL16948,1.0
VHL18753,1.0
VHL13306,1.0
VHL11296,1.0
VHL14799,1.0
VHL16629,1.0
VHL12469,1.0
VHL14725,1.0
VHL15360,1.0
VHL12472,1.0
VHL17694,1.0
VHL19367,1.0
VHL13921,1.0
VHL18424,1.0
VHL13215,1.0
VHL19720,1.0
VHL19474,1.0
VHL14718,1.0
VHL13614,1.0
VHL15761,1.0
VHL15481,1.0
VHL10583,1.0
VHL10999,1.0
VHL11387,1.0
VHL17201,1.0
VHL11541,1.0
VHL11491,1.0
VHL13571,1.0
VHL17798,1.0
VHL11615,1.0
VHL17412,1.0
VHL17680,1.0
VHL13091,1.0
VHL13434,1.0
VHL15052,1.0
VHL11742,1.0
VHL11925,1.0
VHL12016,1.0
VHL17513,1.0
VHL10564,1.0
VHL14087,1.0
VHL18246,1.0
VHL10468,1.0
VHL18823,1.0
VHL10264,1.0
VHL15285,1.0
VHL16403,1.0
VHL14260,1.0
VHL16390,1.0
VHL14383,1.0
VHL12924,1.0
VHL16793,1.0
VHL19286,1.0
VHL11692,1.0
VHL19565,1.0
VHL12271,1.0
VHL16387,1.0
VHL10067,1.0
VHL11055,1.0
VHL16282,1.0
VHL10373,1.0
VHL13130,1.0
VHL14791,1.0
VHL17669,1.0
VHL10245,1.0
VHL13394,1.0
VHL13369,1.0
VHL12230,1.0
VHL15024,1.0
VHL15401,1.0
VHL17830,1.0
VHL16594,1.0
VHL13400,1.0
VHL13413,1.0
VHL11338,1.0
VHL12928,1.0
VHL14141,1.0
VHL13196,1.0
VHL17193,1.0
VHL13848,1.0
VHL15690,1.0
VHL14292,1.0
VHL10249,1.0
VHL16684,1.0
VHL13663,1.0
VHL16780,1.0
VHL15195,1.0
VHL19709,1.0
VHL16300,1.0
VHL18402,1.0
VHL10408,1.0
VHL17856,1.0
VHL12909,1.0
VHL17579,1.0
VHL14360,1.0
VHL16170,1.0
VHL11625,1.0
VHL10141,1.0
VHL13372,1.0
VHL10702,1.0
VHL10168,1.0
VHL17506,1.0
VHL19811,1.0
VHL18898,1.0
VHL14976,1.0
VHL19528,1.0
VHL14747,1.0
VHL12298,1.0
VHL12897,1.0
VHL14501,1.0
VHL19230,1.0
VHL17122,1.0
VHL13093,1.0
VHL13713,1.0
VHL10827,1.0
VHL14671,1.0
VHL19953,1.0
VHL14674,1.0
VHL19651,1.0
VHL14860,1.0
VHL15452,1.0
VHL11031,1.0
VHL16763,1.0
VHL13764,1.0
VHL12562,1.0
VHL11827,1.0
VHL13929,1.0
VHL10039,1.0
VHL15009,1.0
VHL13821,1.0
VHL14348,1.0
VHL16840,1.0
VHL12002,1.0
VHL10237,1.0
VHL18738,1.0
VHL10568,1.0
VHL19355,1.0
VHL16226,1.0
VHL16719,1.0
VHL14548,1.0
VHL16912,1.0
VHL19505,1.0
VHL16442,1.0
VHL16825,1.0
VHL12658,1.0
VHL12481,1.0
VHL18658,1.0
VHL15493,1.0
VHL12577,1.0
VHL13844,1.0
VHL12544,1.0
VHL14450,1.0
VHL16818,1.0
VHL18694,1.0
VHL13597,1.0
VHL15898,1.0
VHL18680,1.0
VHL12465,1.0
VHL12148,1.0
VHL19876,1.0
VHL19612,1.0
VHL18169,1.0
VHL13267,1.0
VHL14640,1.0
VHL15593,1.0
VHL16387,1.0
VHL13148,1.0
VHL11142,1.0
VHL18659,1.0
VHL13899,1.0
VHL18985,1.0
VHL17250,1.0
VHL17539,1.0
VHL18609,1.0
VHL11948,1.0
VHL11525,1.0
VHL12806,1.0
VHL19564,1.0
VHL19054,1.0
VHL18679,1.0
VHL19665,1.0
VHL12463,1.0
VHL10753,1.0
VHL11312,1.0
VHL12620,1.0
VHL17592,1.0
VHL11746,1.0
VHL14332,1.0
VHL19959,1.0
VHL16741,1.0
VHL10763,1.0
VHL17541,1.0
VHL11701,1.0
VHL10194,1.0
VHL13479,1.0
VHL15975,1.0
VHL10231,1.0
VHL18446,1.0
VHL19365,1.0
VHL12815,1.0
VHL17210,1.0
VHL14273,1.0
VHL16001,1.0
VHL17232,1.0
VHL17877,1.0
VHL13772,1.0
VHL14502,1.0
VHL12140,1.0
VHL12267,1.0
VHL18736,1.0
VHL17988,1.0
VHL11233,1.0
VHL18205,1.0
VHL17229,1.0
VHL12503,1.0
VHL16555,1.0
VHL11608,1.0
VHL13099,1.0
VHL10464,1.0
VHL13660,1.0
VHL15246,1.0
VHL18351,1.0
VHL14567,1.0
VHL18076,1.0
VHL15135,1.0
VHL14661,1.0
VHL13468,1.0
VHL18899,1.0
VHL10051,1.0
VHL12127,1.0
VHL12196,1.0
VHL17014,1.0
VHL11559,1.0
VHL10059,1.0
VHL15739,1.0
VHL14808,1.0
VHL15611,1.0
VHL14636,1.0
VHL11570,1.0
VHL16463,1.0
VHL16394,1.0
VHL13693,1.0
VHL12291,1.0
VHL15561,1.0
VHL19493,1.0
VHL12756,1.0
VHL10950,1.0
VHL16866,1.0
VHL12609,1.0
VHL12574,1.0
VHL17135,1.0
VHL13752,1.0
VHL13546,1.0
VHL11097,1.0
VHL18181,1.0
VHL10940,1.0
VHL16905,1.0
VHL19185,1.0
VHL10923,1.0
VHL18309,1.0
VHL19349,1.0
VHL13590,1.0
VHL20000,1.0
VHL12384,1.0
VHL13167,1.0
VHL18928,1.0
VHL11333,1.0
VHL18531,1.0
VHL19725,1.0
VHL13535,1.0
VHL15299,1.0
VHL19132,1.0
VHL19736,1.0
VHL11914,1.0
VHL14981,1.0
VHL11507,1.0
VHL18768,1.0
VHL13208,1.0
VHL17200,1.0
VHL19398,1.0
VHL10666,1.0
VHL12919,1.0
VHL17972,1.0
VHL10315,1.0
VHL13868,1.0
VHL16268,1.0
VHL15979,1.0
VHL14334,1.0
VHL19984,1.0
VHL15905,1.0
VHL14849,1.0
VHL10077,1.0
VHL12763,1.0
VHL13814,1.0
VHL18236,1.0
VHL18380,1.0
VHL11075,1.0
VHL10482,1.0
VHL10117,1.0
VHL13673,1.0
VHL17221,1.0
VHL11240,1.0
VHL12562,1.0
VHL13799,1.0
VHL13466,1.0
VHL14698,1.0
VHL15372,1.0
VHL13032,1.0
VHL13600,1.0
VHL17335,1.0
VHL15519,1.0
VHL19609,1.0
VHL12581,1.0
VHL18738,1.0
VHL15107,1.0
VHL16177,1.0
VHL11709,1.0
VHL14469,1.0
VHL13687,1.0
VHL16412,1.0
VHL14864,1.0
VHL15725,1.0
VHL17141,1.0
VHL10991,1.0
VHL10678,1.0
VHL13889,1.0
VHL17084,1.0
VHL15443,1.0
VHL10783,1.0
VHL19744,1.0
VHL18331,1.0
VHL16307,1.0
VHL18003,1.0
VHL10838,1.0
VHL13320,1.0
VHL19953,1.0
VHL19152,1.0
VHL15913,1.0
VHL15341,1.0
VHL14269,1.0
VHL10263,1.0
VHL10559,1.0
VHL17221,1.0
VHL12379,1.0
VHL18253,1.0
VHL11172,1.0
VHL17213,1.0
VHL18445,1.0
VHL10808,1.0
VHL13851,1.0
VHL18936,1.0
VHL17750,1.0
VHL14279,1.0
VHL17407,1.0
VHL17737,1.0
VHL11196,1.0
VHL10773,1.0
VHL12028,1.0
VHL19833,1.0
VHL13566,1.0
VHL18282,1.0
VHL11015,1.0
VHL16696,1.0
VHL13980,1.0
VHL18337,1.0
VHL11330,1.0
VHL14873,1.0
VHL15435,1.0
VHL13861,1.0
VHL12073,1.0
VHL15320,1.0
VHL17850,1.0
VHL16757,1.0
VHL15181,1.0
VHL14613,1.0
VHL17238,1.0
VHL12083,1.0
VHL16344,1.0
VHL19413,1.0
VHL17430,1.0
VHL14996,1.0
VHL13423,1.0
VHL13162,1.0
VHL14672,1.0
VHL12020,1.0
VHL16103,1.0
VHL10650,1.0
VHL15234,1.0
VHL11305,1.0
VHL18180,1.0
VHL17458,1.0
VHL15835,1.0
VHL17211,1.0
VHL17209,1.0
VHL18693,1.0
VHL18975,1.0
VHL18976,1.0
VHL15391,1.0
VHL13071,1.0
VHL19241,1.0
VHL14944,1.0
VHL19128,1.0
VHL18577,1.0
VHL15429,1.0
VHL12217,1.0
VHL15705,1.0
VHL19888,1.0
VHL11906,1.0
VHL15757,1.0
VHL11938,1.0
VHL10969,1.0
VHL11777,1.0
VHL16275,1.0
VHL14235,1.0
VHL10496,1.0
VHL18481,1.0
VHL17185,1.0
VHL15960,1.0
VHL11313,1.0
VHL11288,1.0
VHL12337,1.0
VHL14268,1.0
VHL10015,1.0
VHL16136,1.0
VHL17903,1.0
VHL14018,1.0
VHL17473,1.0
VHL11480,1.0
VHL13881,1.0
